state_code,state_name,total_hours,percentage
5,(5)发电状态,223621.7,37.932696962700035
9,(9)维护状态,233058.55000000005,39.533459193433714
2,(2)停机状态,100199.6,16.99674522903528
3,(3)待机状态,24822.73,4.210651716165842
4,(4)启机状态,6653.54,1.1286324920578066
1,(1)停机过程,1143.83,0.19402659387190588
0,(0)初始化,22.33,0.003787812735423672
