turbine_id,total_hours,state_5_hours,state_5_percentage,state_9_hours,state_9_percentage,state_2_hours,state_2_percentage,state_3_hours,state_3_percentage,state_4_hours,state_4_percentage,state_1_hours,state_1_percentage,state_0_hours,state_0_percentage
43,8038.609999999999,3074.25,38.24355205688546,4170.0,51.87464001861019,244.89000000000004,3.0464222048339216,460.79999999999995,5.732334321480953,74.72999999999999,0.9296383329953811,13.66,0.16992987593626266,0.28,0.00348318925784433
44,8039.279999999999,3134.7,38.99229781771502,4030.2,50.13135504672061,404.92,5.036769461941867,381.54,4.745947398274473,73.62,0.9157536495805597,14.21,0.17675712252838566,0.09000000000000001,0.0011195032390960387
45,8039.03,2520.1000000000004,31.34830943534233,4316.219999999999,53.69080598032349,816.24,10.153463788541654,261.71,3.255492267101877,107.58999999999997,1.3383455466642116,17.09,0.21258783708979814,0.08,0.0009951449366403659
46,8038.32,2633.2700000000004,32.75895958359459,3593.06,44.699141114063636,1393.94,17.341185720399288,273.65,3.4043183152698573,125.08999999999999,1.5561709411916917,19.119999999999997,0.23786064749848224,0.19,0.0023636779824639975
47,8038.91,5384.06,66.97500034208619,1635.3899999999999,20.34342964406866,602.2,7.491065330996367,289.18,3.59725385655518,110.26999999999998,1.3717033776967273,17.5,0.21769120440457723,0.31000000000000005,0.0038562441923096547
48,8039.29,2959.51,36.81307677668053,792.6299999999999,9.859452762619583,3759.65,46.76594574894052,450.17999999999995,5.599748236473618,64.50999999999999,0.8024340457926009,12.630000000000003,0.15710342580003958,0.18000000000000002,0.002239003693112203
49,8039.32,2348.21,29.209062458018835,4055.92,50.45103317195982,1110.7199999999998,13.816093898488923,434.43999999999994,5.403939636685689,76.43,0.9507022982043258,13.559999999999999,0.1686709821228661,0.04,0.0004975545195364782
50,8039.3,2945.4700000000003,36.63838891445773,4041.27,50.268928886843376,541.4899999999999,6.735536676078762,428.15999999999997,5.325836826589379,69.49000000000001,0.8643787394424889,12.999999999999998,0.16170562113616854,0.42,0.0052243354520915995
51,8038.66,2923.9700000000003,36.373848377714694,4167.35,51.841351668064085,383.65000000000003,4.772561596086911,464.4099999999999,5.777206648869338,81.72999999999999,1.016711740513966,17.169999999999998,0.21359281273247033,0.38000000000000006,0.004727156018540404
52,8038.589999999999,2229.12,27.730236272779184,4643.94,57.77057916873481,769.28,9.569837496376852,298.7,3.7158257853678323,83.36999999999999,1.0371221818751795,13.899999999999999,0.17291589694212542,0.28,0.0034831979240140375
53,8038.280000000001,2862.24,35.607617550023136,2059.7500000000005,25.624262902013868,2607.12,32.43380424667963,383.8299999999999,4.775026498206083,106.75,1.328020422279393,18.35,0.2282826674363172,0.24,0.0029857133615649118
54,8039.06,3242.81,40.33817386609877,1996.7200000000003,24.83772978432802,2361.7799999999997,29.37880797008605,339.59999999999997,4.2243744915450305,82.6,1.0274833127256169,15.239999999999998,0.1895744029774625,0.31,0.0038561722390428733
55,8039.1,2840.5899999999997,35.33467676729982,2602.2399999999993,32.369792638479424,2124.4800000000005,26.42683882524164,372.84999999999997,4.6379569852346645,83.75999999999999,1.041907676232414,14.899999999999999,0.1853441305618788,0.28,0.003482976950156112
56,8038.219999999999,3056.9,38.029563759140714,2594.46,32.27654878816455,1918.0600000000002,23.86175048704813,347.49,4.322972001263961,104.20999999999998,1.2964312994667972,16.880000000000003,0.20999674057191772,0.22000000000000003,0.0027369243439467946
57,7930.909999999999,3584.21,45.1929223758686,2649.89,33.41218094770966,1258.2300000000002,15.864888140200813,276.1,3.4813155110825873,141.13,1.7794931476967966,21.17,0.26693027660129803,0.18,0.002269600840256667
58,8038.1799999999985,4419.14,54.976872874207864,1875.2799999999997,23.329659201461027,1198.52,14.910340400438907,395.78,4.923751396460394,128.01999999999998,1.5926490822549384,21.42,0.26647823263475073,0.02,0.00024881254214262436
59,8038.620000000001,4848.43,60.314208160107086,2198.92,27.354446409955933,425.48,5.2929482921197915,432.04999999999995,5.374678738390419,113.49999999999999,1.4119338891501274,20.200000000000003,0.251286912430243,0.04,0.0004975978463965207
60,8039.04,4207.28,52.33560226096648,2395.8500000000004,29.80268788313033,940.12,11.694431175861794,393.05999999999995,4.889389777883926,86.36999999999999,1.0743820157630761,16.27,0.2023873497333015,0.09000000000000001,0.0011195366610938621
61,8038.34,4396.3,54.69164031379613,1725.0100000000002,21.459779009098895,1350.1599999999999,16.796502760520205,447.97,5.572916796253953,100.52999999999999,1.2506313492586776,18.17,0.22604169517586964,0.19999999999999998,0.0024880758962671397
62,8038.669999999999,3774.1800000000003,46.95030396819375,1757.6399999999999,21.864810969973888,1928.7399999999998,23.99327251896147,454.38999999999993,5.652551976881748,105.11999999999999,1.3076790066018382,18.55,0.2307595659480984,0.05,0.0006219934392132033
63,8038.5,2976.71,37.03066492504821,1769.73,22.015674566150402,2768.25,34.437395036387386,401.80999999999995,4.998569384835479,104.63,1.301610997076569,17.21,0.2140946694034957,0.16,0.0019904210984636435
64,8038.7699999999995,3512.83,43.69860065656811,811.4200000000001,10.093832762972447,3191.2099999999996,39.69773982835682,409.05,5.0884650263659745,96.85999999999999,1.2049107015127936,17.23,0.21433627283776002,0.16999999999999998,0.0021147513860951365
65,8038.110000000001,4481.110000000001,55.748304016740256,1607.63,20.00009952588357,1367.18,17.00872468776864,364.05999999999995,4.529174146658852,188.79999999999998,2.3488108523023445,29.309999999999995,0.3646379559374031,0.02,0.0002488147089303331
66,6974.990000000001,3639.29,52.17627552154196,1841.17,26.39674035374961,906.5899999999999,12.997724727920753,458.72999999999996,6.576783622628849,110.32999999999998,1.5817943825009066,18.86,0.2703946528955597,0.02,0.00028673876234948007
67,8038.709999999999,3796.8500000000004,47.23208076917815,2581.0099999999998,32.10726596680313,1098.46,13.664630270279687,434.53999999999996,5.405593683563657,109.13999999999999,1.3576805233675553,18.5,0.23013642736210166,0.21,0.0026123594457319647
68,8037.76,4820.59,59.97429632136316,1402.3999999999999,17.447647105661275,1237.44,15.395334023409507,439.00999999999993,5.461845091169678,117.71999999999997,1.4645871486583322,20.54,0.2555438331077315,0.06,0.0007464766303049605
69,8038.7699999999995,3801.96,47.295295175754504,1748.1399999999999,21.746361694637365,1984.51,24.686736901292115,400.0799999999999,4.976880791464365,88.17,1.0968095865412246,15.89,0.19766705602971602,0.02,0.0002487942807170749
70,8038.45,3672.29,45.684056005822015,2246.44,27.946183654809076,1566.2699999999998,19.484726533100282,428.09000000000003,5.325529175400731,103.01999999999998,1.2815903563497937,22.34,0.27791427451809736,0.0,0.0
71,8038.349999999999,3500.83,43.551599519801954,2475.0499999999997,30.790522930700952,1530.19,19.03612059688867,402.69999999999993,5.009734584833952,110.61999999999999,1.376153066238718,18.939999999999998,0.2356204942556619,0.02,0.00024880728010101576
72,8038.7300000000005,2841.3599999999997,35.34588174997791,3209.33,39.92334610069003,1537.0199999999998,19.12018440723845,347.56,4.323568523883747,87.84,1.092709918108955,15.46,0.19231893595132565,0.16,0.001990364149560938
73,8039.0599999999995,1819.42,22.632248048901243,1986.49,24.710476100439603,3771.14,46.910210895303685,372.04999999999995,4.628028650115809,75.98,0.9451353765241212,13.64,0.16967157851788645,0.34,0.004229350197659926
74,8038.560000000001,3878.4700000000003,48.24831810672558,1558.98,19.39377201886905,2097.9900000000002,26.09907744670687,383.13,4.766152146653131,102.0,1.2688839792201585,17.78,0.22118389363269042,0.21,0.0026124081925120914
