设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#37];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L04,#37,GW252/13600,(9)维护状态,9,2025-11-23 15:48:03,--,720716,200.2
2,L04,#37,GW252/13600,(2)停机状态,2,2025-11-23 15:44:38,2025-11-23 15:48:03,205,0.06
3,L04,#37,GW252/13600,(1)停机过程,1,2025-11-23 15:44:29,2025-11-23 15:44:38,9,0
4,L04,#37,GW252/13600,(9)维护状态,9,2025-11-19 18:36:46,2025-11-23 15:44:29,335263,93.13
5,L04,#37,GW252/13600,(2)停机状态,2,2025-11-19 18:32:49,2025-11-19 18:36:46,237,0.07
6,L04,#37,GW252/13600,(1)停机过程,1,2025-11-19 18:32:03,2025-11-19 18:32:49,46,0.01
7,L04,#37,GW252/13600,(5)发电状态,5,2025-11-18 09:33:19,2025-11-19 18:32:03,118724,32.98
8,L04,#37,GW252/13600,(4)启机状态,4,2025-11-18 09:32:47,2025-11-18 09:33:19,32,0.01
9,L04,#37,GW252/13600,(3)待机状态,3,2025-11-18 09:32:16,2025-11-18 09:32:47,31,0.01
10,L04,#37,GW252/13600,(2)停机状态,2,2025-11-18 09:26:03,2025-11-18 09:32:16,373,0.1
11,L04,#37,GW252/13600,(1)停机过程,1,2025-11-18 09:25:53,2025-11-18 09:26:03,10,0
12,L04,#37,GW252/13600,(9)维护状态,9,2025-11-18 09:25:09,2025-11-18 09:25:53,44,0.01
13,L04,#37,GW252/13600,(2)停机状态,2,2025-11-18 09:22:03,2025-11-18 09:25:09,186,0.05
14,L04,#37,GW252/13600,(1)停机过程,1,2025-11-18 09:21:53,2025-11-18 09:22:03,10,0
15,L04,#37,GW252/13600,(9)维护状态,9,2025-11-15 17:23:15,2025-11-18 09:21:53,230318,63.98
16,L04,#37,GW252/13600,(2)停机状态,2,2025-11-15 17:11:55,2025-11-15 17:23:15,680,0.19
17,L04,#37,GW252/13600,(1)停机过程,1,2025-11-15 17:11:45,2025-11-15 17:11:55,10,0
18,L04,#37,GW252/13600,(9)维护状态,9,2025-11-15 06:56:49,2025-11-15 17:11:45,36896,10.25
19,L04,#37,GW252/13600,(2)停机状态,2,2025-11-15 06:22:25,2025-11-15 06:56:49,2064,0.57
20,L04,#37,GW252/13600,(1)停机过程,1,2025-11-15 06:21:33,2025-11-15 06:22:25,52,0.01
21,L04,#37,GW252/13600,(5)发电状态,5,2025-11-14 11:06:19,2025-11-15 06:21:33,69314,19.25
22,L04,#37,GW252/13600,(4)启机状态,4,2025-11-14 11:05:43,2025-11-14 11:06:19,36,0.01
23,L04,#37,GW252/13600,(3)待机状态,3,2025-11-14 11:05:07,2025-11-14 11:05:43,36,0.01
24,L04,#37,GW252/13600,(2)停机状态,2,2025-11-14 10:59:13,2025-11-14 11:05:07,354,0.1
25,L04,#37,GW252/13600,(1)停机过程,1,2025-11-14 10:59:03,2025-11-14 10:59:13,10,0
26,L04,#37,GW252/13600,(9)维护状态,9,2025-11-12 09:24:14,2025-11-14 10:59:03,178489,49.58
27,L04,#37,GW252/13600,(2)停机状态,2,2025-11-12 09:14:11,2025-11-12 09:24:14,603,0.17
28,L04,#37,GW252/13600,(1)停机过程,1,2025-11-12 09:14:01,2025-11-12 09:14:11,10,0
29,L04,#37,GW252/13600,(9)维护状态,9,2025-11-11 16:42:49,2025-11-12 09:14:01,59472,16.52
30,L04,#37,GW252/13600,(2)停机状态,2,2025-11-11 16:37:38,2025-11-11 16:42:49,311,0.09
31,L04,#37,GW252/13600,(1)停机过程,1,2025-11-11 16:37:28,2025-11-11 16:37:38,10,0
32,L04,#37,GW252/13600,(9)维护状态,9,2025-11-11 14:37:33,2025-11-11 16:37:28,7195,2
33,L04,#37,GW252/13600,(2)停机状态,2,2025-11-11 14:34:19,2025-11-11 14:37:33,194,0.05
34,L04,#37,GW252/13600,(1)停机过程,1,2025-11-11 14:34:09,2025-11-11 14:34:19,10,0
35,L04,#37,GW252/13600,(9)维护状态,9,2025-11-11 14:29:59,2025-11-11 14:34:09,250,0.07
36,L04,#37,GW252/13600,(2)停机状态,2,2025-11-11 14:28:48,2025-11-11 14:29:59,71,0.02
