设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#72];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L10,#72,GW252/13600,(2)停机状态,2,2025-11-12 16:13:15,2025-12-01 23:59:59,1669604,463.78
2,L10,#72,GW252/13600,(1)停机过程,1,2025-11-12 16:13:05,2025-11-12 16:13:15,10,0
3,L10,#72,GW252/13600,(9)维护状态,9,2025-11-12 09:20:48,2025-11-12 16:13:05,24737,6.87
4,L10,#72,GW252/13600,(2)停机状态,2,2025-11-12 09:11:09,2025-11-12 09:20:48,579,0.16
5,L10,#72,GW252/13600,(1)停机过程,1,2025-11-12 09:10:59,2025-11-12 09:11:09,10,0
6,L10,#72,GW252/13600,(9)维护状态,9,2025-11-11 16:38:35,2025-11-12 09:10:59,59544,16.54
7,L10,#72,GW252/13600,(2)停机状态,2,2025-11-11 16:32:47,2025-11-11 16:38:35,348,0.1
8,L10,#72,GW252/13600,(1)停机过程,1,2025-11-11 16:32:36,2025-11-11 16:32:47,11,0
9,L10,#72,GW252/13600,(9)维护状态,9,2025-11-11 16:30:28,2025-11-11 16:32:36,128,0.04
10,L10,#72,GW252/13600,(2)停机状态,2,2025-11-11 16:27:52,2025-11-11 16:30:28,156,0.04
11,L10,#72,GW252/13600,(1)停机过程,1,2025-11-11 16:27:42,2025-11-11 16:27:52,10,0
12,L10,#72,GW252/13600,(9)维护状态,9,2025-11-11 14:44:34,2025-11-11 16:27:42,6188,1.72
13,L10,#72,GW252/13600,(2)停机状态,2,2025-11-11 14:40:14,2025-11-11 14:44:34,260,0.07
14,L10,#72,GW252/13600,(1)停机过程,1,2025-11-11 14:40:04,2025-11-11 14:40:14,10,0
15,L10,#72,GW252/13600,(9)维护状态,9,2025-11-10 12:05:22,2025-11-11 14:40:04,95682,26.58
16,L10,#72,GW252/13600,(2)停机状态,2,2025-11-10 12:03:31,2025-11-10 12:05:22,111,0.03
17,L10,#72,GW252/13600,(1)停机过程,1,2025-11-10 12:03:21,2025-11-10 12:03:31,10,0
18,L10,#72,GW252/13600,(9)维护状态,9,2025-10-29 20:50:31,2025-11-10 12:03:21,1005170,279.21
19,L10,#72,GW252/13600,(2)停机状态,2,2025-10-29 20:44:59,2025-10-29 20:50:31,332,0.09
20,L10,#72,GW252/13600,(1)停机过程,1,2025-10-29 20:44:49,2025-10-29 20:44:59,10,0
21,L10,#72,GW252/13600,(9)维护状态,9,2025-10-29 06:08:56,2025-10-29 20:44:49,52553,14.6
22,L10,#72,GW252/13600,(2)停机状态,2,2025-10-28 21:08:48,2025-10-29 06:08:56,32408,9
23,L10,#72,GW252/13600,(1)停机过程,1,2025-10-28 21:08:39,2025-10-28 21:08:48,9,0
24,L10,#72,GW252/13600,(9)维护状态,9,2025-10-28 15:27:43,2025-10-28 21:08:39,20456,5.68
25,L10,#72,GW252/13600,(2)停机状态,2,2025-10-28 13:40:06,2025-10-28 15:27:43,6457,1.79
26,L10,#72,GW252/13600,(2)停机状态,2,2025-10-20 10:47:07,2025-10-28 13:40:06,701579,194.88
27,L10,#72,GW252/13600,(1)停机过程,1,2025-10-20 10:46:57,2025-10-20 10:47:07,10,0
28,L10,#72,GW252/13600,(9)维护状态,9,2025-10-20 10:46:32,2025-10-20 10:46:57,25,0.01
29,L10,#72,GW252/13600,(2)停机状态,2,2025-10-20 10:44:29,2025-10-20 10:46:32,123,0.03
30,L10,#72,GW252/13600,(1)停机过程,1,2025-10-20 10:44:24,2025-10-20 10:44:29,5,0
31,L10,#72,GW252/13600,(9)维护状态,9,2025-10-20 10:41:07,2025-10-20 10:44:24,197,0.05
32,L10,#72,GW252/13600,(2)停机状态,2,2025-10-14 15:45:17,2025-10-20 10:41:07,500150,138.93
33,L10,#72,GW252/13600,(1)停机过程,1,2025-10-14 15:45:07,2025-10-14 15:45:17,10,0
