设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#4];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L04,#4,GW252/13600,(5)发电状态,5,2025-11-28 12:57:54,2025-12-01 23:59:59,298925,83.03
2,L04,#4,GW252/13600,(4)启机状态,4,2025-11-28 12:57:16,2025-11-28 12:57:54,38,0.01
3,L04,#4,GW252/13600,(3)待机状态,3,2025-11-28 12:56:38,2025-11-28 12:57:16,38,0.01
4,L04,#4,GW252/13600,(2)停机状态,2,2025-11-28 12:24:19,2025-11-28 12:56:38,1939,0.54
5,L04,#4,GW252/13600,(1)停机过程,1,2025-11-28 12:23:26,2025-11-28 12:24:19,53,0.01
6,L04,#4,GW252/13600,(5)发电状态,5,2025-11-26 14:16:47,2025-11-28 12:23:26,165999,46.11
7,L04,#4,GW252/13600,(4)启机状态,4,2025-11-26 14:16:01,2025-11-26 14:16:47,46,0.01
8,L04,#4,GW252/13600,(3)待机状态,3,2025-11-26 14:15:18,2025-11-26 14:16:01,43,0.01
9,L04,#4,GW252/13600,(2)停机状态,2,2025-11-26 14:05:33,2025-11-26 14:15:18,585,0.16
10,L04,#4,GW252/13600,(1)停机过程,1,2025-11-26 14:04:28,2025-11-26 14:05:33,65,0.02
11,L04,#4,GW252/13600,(5)发电状态,5,2025-11-26 13:35:34,2025-11-26 14:04:28,1734,0.48
12,L04,#4,GW252/13600,(4)启机状态,4,2025-11-26 13:34:47,2025-11-26 13:35:34,47,0.01
13,L04,#4,GW252/13600,(3)待机状态,3,2025-11-26 13:34:07,2025-11-26 13:34:47,40,0.01
14,L04,#4,GW252/13600,(2)停机状态,2,2025-11-26 13:25:39,2025-11-26 13:34:07,508,0.14
15,L04,#4,GW252/13600,(1)停机过程,1,2025-11-26 13:24:37,2025-11-26 13:25:39,62,0.02
16,L04,#4,GW252/13600,(5)发电状态,5,2025-11-26 12:50:43,2025-11-26 13:24:37,2034,0.57
17,L04,#4,GW252/13600,(4)启机状态,4,2025-11-26 12:49:58,2025-11-26 12:50:43,45,0.01
18,L04,#4,GW252/13600,(3)待机状态,3,2025-11-26 12:49:20,2025-11-26 12:49:58,38,0.01
19,L04,#4,GW252/13600,(2)停机状态,2,2025-11-26 11:39:58,2025-11-26 12:49:20,4162,1.16
20,L04,#4,GW252/13600,(1)停机过程,1,2025-11-26 11:39:04,2025-11-26 11:39:58,54,0.02
21,L04,#4,GW252/13600,(5)发电状态,5,2025-11-25 17:14:29,2025-11-26 11:39:04,66275,18.41
22,L04,#4,GW252/13600,(4)启机状态,4,2025-11-25 17:13:47,2025-11-25 17:14:29,42,0.01
23,L04,#4,GW252/13600,(3)待机状态,3,2025-11-25 17:13:11,2025-11-25 17:13:47,36,0.01
24,L04,#4,GW252/13600,(2)停机状态,2,2025-11-25 17:04:01,2025-11-25 17:13:11,550,0.15
25,L04,#4,GW252/13600,(1)停机过程,1,2025-11-25 17:03:00,2025-11-25 17:04:01,61,0.02
26,L04,#4,GW252/13600,(5)发电状态,5,2025-11-25 10:12:53,2025-11-25 17:03:00,24607,6.84
27,L04,#4,GW252/13600,(4)启机状态,4,2025-11-25 10:12:17,2025-11-25 10:12:53,36,0.01
28,L04,#4,GW252/13600,(3)待机状态,3,2025-11-25 10:11:45,2025-11-25 10:12:17,32,0.01
29,L04,#4,GW252/13600,(2)停机状态,2,2025-11-25 09:57:07,2025-11-25 10:11:45,878,0.24
30,L04,#4,GW252/13600,(1)停机过程,1,2025-11-25 09:56:12,2025-11-25 09:57:07,55,0.02
31,L04,#4,GW252/13600,(5)发电状态,5,2025-11-25 08:57:56,2025-11-25 09:56:12,3496,0.97
32,L04,#4,GW252/13600,(4)启机状态,4,2025-11-25 08:57:12,2025-11-25 08:57:56,44,0.01
