设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#6];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L12,#6,GW252/13600,(5)发电状态,5,2025-12-01 03:55:12,2025-12-01 23:59:59,72287,20.08
2,L12,#6,GW252/13600,(4)启机状态,4,2025-12-01 03:54:25,2025-12-01 03:55:12,47,0.01
3,L12,#6,GW252/13600,(3)待机状态,3,2025-12-01 03:53:47,2025-12-01 03:54:25,38,0.01
4,L12,#6,GW252/13600,(2)停机状态,2,2025-12-01 03:53:20,2025-12-01 03:53:47,27,0.01
5,L12,#6,GW252/13600,(1)停机过程,1,2025-12-01 03:52:35,2025-12-01 03:53:20,45,0.01
6,L12,#6,GW252/13600,(5)发电状态,5,2025-11-29 18:32:13,2025-12-01 03:52:35,120022,33.34
7,L12,#6,GW252/13600,(4)启机状态,4,2025-11-29 18:31:22,2025-11-29 18:32:13,51,0.01
8,L12,#6,GW252/13600,(3)待机状态,3,2025-11-29 18:30:42,2025-11-29 18:31:22,40,0.01
9,L12,#6,GW252/13600,(2)停机状态,2,2025-11-29 17:54:02,2025-11-29 18:30:42,2200,0.61
10,L12,#6,GW252/13600,(1)停机过程,1,2025-11-29 17:53:14,2025-11-29 17:54:02,48,0.01
11,L12,#6,GW252/13600,(5)发电状态,5,2025-11-28 12:57:51,2025-11-29 17:53:14,104123,28.92
12,L12,#6,GW252/13600,(4)启机状态,4,2025-11-28 12:57:13,2025-11-28 12:57:51,38,0.01
13,L12,#6,GW252/13600,(3)待机状态,3,2025-11-28 12:56:38,2025-11-28 12:57:13,35,0.01
14,L12,#6,GW252/13600,(2)停机状态,2,2025-11-28 12:25:11,2025-11-28 12:56:38,1887,0.52
15,L12,#6,GW252/13600,(1)停机过程,1,2025-11-28 12:24:18,2025-11-28 12:25:11,53,0.01
16,L12,#6,GW252/13600,(5)发电状态,5,2025-11-26 13:35:18,2025-11-28 12:24:18,168540,46.82
17,L12,#6,GW252/13600,(4)启机状态,4,2025-11-26 13:34:31,2025-11-26 13:35:18,47,0.01
18,L12,#6,GW252/13600,(3)待机状态,3,2025-11-26 13:33:52,2025-11-26 13:34:31,39,0.01
19,L12,#6,GW252/13600,(2)停机状态,2,2025-11-26 13:25:33,2025-11-26 13:33:52,499,0.14
20,L12,#6,GW252/13600,(1)停机过程,1,2025-11-26 13:24:36,2025-11-26 13:25:33,57,0.02
21,L12,#6,GW252/13600,(5)发电状态,5,2025-11-26 12:48:12,2025-11-26 13:24:36,2184,0.61
22,L12,#6,GW252/13600,(4)启机状态,4,2025-11-26 12:47:27,2025-11-26 12:48:12,45,0.01
23,L12,#6,GW252/13600,(3)待机状态,3,2025-11-26 12:46:53,2025-11-26 12:47:27,34,0.01
24,L12,#6,GW252/13600,(2)停机状态,2,2025-11-26 11:39:58,2025-11-26 12:46:53,4015,1.12
25,L12,#6,GW252/13600,(1)停机过程,1,2025-11-26 11:39:05,2025-11-26 11:39:58,53,0.01
26,L12,#6,GW252/13600,(5)发电状态,5,2025-11-25 13:28:39,2025-11-26 11:39:05,79826,22.17
27,L12,#6,GW252/13600,(4)启机状态,4,2025-11-25 13:28:00,2025-11-25 13:28:39,39,0.01
28,L12,#6,GW252/13600,(3)待机状态,3,2025-11-25 13:27:24,2025-11-25 13:28:00,36,0.01
29,L12,#6,GW252/13600,(2)停机状态,2,2025-11-25 13:10:08,2025-11-25 13:27:24,1036,0.29
30,L12,#6,GW252/13600,(1)停机过程,1,2025-11-25 13:09:13,2025-11-25 13:10:08,55,0.02
31,L12,#6,GW252/13600,(5)发电状态,5,2025-11-25 12:59:45,2025-11-25 13:09:13,568,0.16
32,L12,#6,GW252/13600,(4)启机状态,4,2025-11-25 12:59:05,2025-11-25 12:59:45,40,0.01
33,L12,#6,GW252/13600,(3)待机状态,3,2025-11-25 12:58:31,2025-11-25 12:59:05,34,0.01
34,L12,#6,GW252/13600,(2)停机状态,2,2025-11-25 11:12:56,2025-11-25 12:58:31,6335,1.76
35,L12,#6,GW252/13600,(1)停机过程,1,2025-11-25 11:12:02,2025-11-25 11:12:56,54,0.02
36,L12,#6,GW252/13600,(5)发电状态,5,2025-11-25 10:58:09,2025-11-25 11:12:02,833,0.23
37,L12,#6,GW252/13600,(4)启机状态,4,2025-11-25 10:57:33,2025-11-25 10:58:09,36,0.01
38,L12,#6,GW252/13600,(3)待机状态,3,2025-11-25 10:56:59,2025-11-25 10:57:33,34,0.01
39,L12,#6,GW252/13600,(2)停机状态,2,2025-11-25 10:46:53,2025-11-25 10:56:59,606,0.17
40,L12,#6,GW252/13600,(1)停机过程,1,2025-11-25 10:46:00,2025-11-25 10:46:53,53,0.01
41,L12,#6,GW252/13600,(5)发电状态,5,2025-11-25 08:58:12,2025-11-25 10:46:00,6468,1.8
42,L12,#6,GW252/13600,(4)启机状态,4,2025-11-25 08:57:33,2025-11-25 08:58:12,39,0.01
43,L12,#6,GW252/13600,(3)待机状态,3,2025-11-25 08:57:01,2025-11-25 08:57:33,32,0.01
44,L12,#6,GW252/13600,(2)停机状态,2,2025-11-25 08:43:24,2025-11-25 08:57:01,817,0.23
45,L12,#6,GW252/13600,(1)停机过程,1,2025-11-25 08:42:32,2025-11-25 08:43:24,52,0.01
46,L12,#6,GW252/13600,(5)发电状态,5,2025-11-25 06:38:04,2025-11-25 08:42:32,7468,2.07
47,L12,#6,GW252/13600,(4)启机状态,4,2025-11-25 06:37:29,2025-11-25 06:38:04,35,0.01
48,L12,#6,GW252/13600,(3)待机状态,3,2025-11-25 06:36:55,2025-11-25 06:37:29,34,0.01
49,L12,#6,GW252/13600,(2)停机状态,2,2025-11-25 06:04:39,2025-11-25 06:36:55,1936,0.54
50,L12,#6,GW252/13600,(1)停机过程,1,2025-11-25 06:03:48,2025-11-25 06:04:39,51,0.01
51,L12,#6,GW252/13600,(5)发电状态,5,2025-11-24 20:06:32,2025-11-25 06:03:48,35836,9.95
52,L12,#6,GW252/13600,(4)启机状态,4,2025-11-24 20:04:05,2025-11-24 20:06:32,147,0.04
53,L12,#6,GW252/13600,(3)待机状态,3,2025-11-24 19:24:51,2025-11-24 20:04:05,2354,0.65
54,L12,#6,GW252/13600,(1)停机过程,1,2025-11-24 19:23:56,2025-11-24 19:24:51,55,0.02
55,L12,#6,GW252/13600,(5)发电状态,5,2025-11-24 13:38:41,2025-11-24 19:23:56,20715,5.75
56,L12,#6,GW252/13600,(4)启机状态,4,2025-11-24 13:37:37,2025-11-24 13:38:41,64,0.02
57,L12,#6,GW252/13600,(3)待机状态,3,2025-11-24 13:36:53,2025-11-24 13:37:37,44,0.01
58,L12,#6,GW252/13600,(2)停机状态,2,2025-11-24 13:32:29,2025-11-24 13:36:53,264,0.07
59,L12,#6,GW252/13600,(1)停机过程,1,2025-11-24 13:31:30,2025-11-24 13:32:29,59,0.02
60,L12,#6,GW252/13600,(5)发电状态,5,2025-11-24 00:42:31,2025-11-24 13:31:30,46139,12.82
61,L12,#6,GW252/13600,(4)启机状态,4,2025-11-24 00:40:14,2025-11-24 00:42:31,137,0.04
62,L12,#6,GW252/13600,(3)待机状态,3,2025-11-23 19:52:45,2025-11-24 00:40:14,17249,4.79
63,L12,#6,GW252/13600,(2)停机状态,2,2025-11-23 19:15:05,2025-11-23 19:52:45,2260,0.63
64,L12,#6,GW252/13600,(1)停机过程,1,2025-11-23 19:14:09,2025-11-23 19:15:05,56,0.02
65,L12,#6,GW252/13600,(5)发电状态,5,2025-11-23 13:18:27,2025-11-23 19:14:09,21342,5.93
66,L12,#6,GW252/13600,(4)启机状态,4,2025-11-23 13:17:29,2025-11-23 13:18:27,58,0.02
67,L12,#6,GW252/13600,(3)待机状态,3,2025-11-23 13:16:46,2025-11-23 13:17:29,43,0.01
68,L12,#6,GW252/13600,(2)停机状态,2,2025-11-23 13:07:18,2025-11-23 13:16:46,568,0.16
69,L12,#6,GW252/13600,(1)停机过程,1,2025-11-23 13:06:17,2025-11-23 13:07:18,61,0.02
