设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#20];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L18,#20,GW252/13600,(9)维护状态,9,2025-10-18 15:36:29,--,3831810,1064.39
2,L18,#20,GW252/13600,(2)停机状态,2,2025-10-18 15:32:55,2025-10-18 15:36:29,214,0.06
3,L18,#20,GW252/13600,(1)停机过程,1,2025-10-18 15:32:50,2025-10-18 15:32:55,5,0
4,L18,#20,GW252/13600,(9)维护状态,9,2025-10-16 13:33:47,2025-10-18 15:32:50,179943,49.98
5,L18,#20,GW252/13600,(1)停机过程,1,2025-10-16 13:29:19,2025-10-16 13:33:47,268,0.07
6,L18,#20,GW252/13600,(9)维护状态,9,2025-10-07 20:59:06,2025-10-16 13:29:19,750613,208.5
7,L18,#20,GW252/13600,(2)停机状态,2,2025-10-05 02:23:36,2025-10-07 20:59:06,239730,66.59
8,L18,#20,GW252/13600,(1)停机过程,1,2025-10-05 02:22:27,2025-10-05 02:23:36,69,0.02
9,L18,#20,GW252/13600,(5)发电状态,5,2025-10-05 01:57:17,2025-10-05 02:22:27,1510,0.42
10,L18,#20,GW252/13600,(4)启机状态,4,2025-10-05 01:56:46,2025-10-05 01:57:17,31,0.01
11,L18,#20,GW252/13600,(3)待机状态,3,2025-10-05 01:56:15,2025-10-05 01:56:46,31,0.01
12,L18,#20,GW252/13600,(2)停机状态,2,2025-10-05 01:49:35,2025-10-05 01:56:15,400,0.11
13,L18,#20,GW252/13600,(1)停机过程,1,2025-10-05 01:48:24,2025-10-05 01:49:35,71,0.02
14,L18,#20,GW252/13600,(5)发电状态,5,2025-10-04 18:37:53,2025-10-05 01:48:24,25831,7.18
15,L18,#20,GW252/13600,(4)启机状态,4,2025-10-04 18:37:06,2025-10-04 18:37:53,47,0.01
16,L18,#20,GW252/13600,(3)待机状态,3,2025-10-04 18:36:26,2025-10-04 18:37:06,40,0.01
17,L18,#20,GW252/13600,(2)停机状态,2,2025-10-04 18:23:44,2025-10-04 18:36:26,762,0.21
18,L18,#20,GW252/13600,(1)停机过程,1,2025-10-04 18:22:49,2025-10-04 18:23:44,55,0.02
19,L18,#20,GW252/13600,(5)发电状态,5,2025-10-04 18:15:31,2025-10-04 18:22:49,438,0.12
20,L18,#20,GW252/13600,(4)启机状态,4,2025-10-04 18:14:55,2025-10-04 18:15:31,36,0.01
21,L18,#20,GW252/13600,(3)待机状态,3,2025-10-04 18:14:24,2025-10-04 18:14:55,31,0.01
22,L18,#20,GW252/13600,(2)停机状态,2,2025-10-04 18:08:47,2025-10-04 18:14:24,337,0.09
23,L18,#20,GW252/13600,(1)停机过程,1,2025-10-04 18:07:54,2025-10-04 18:08:47,53,0.01
24,L18,#20,GW252/13600,(5)发电状态,5,2025-10-04 16:31:37,2025-10-04 18:07:54,5777,1.6
25,L18,#20,GW252/13600,(4)启机状态,4,2025-10-04 16:28:59,2025-10-04 16:31:37,158,0.04
26,L18,#20,GW252/13600,(3)待机状态,3,2025-10-04 16:04:29,2025-10-04 16:28:59,1470,0.41
27,L18,#20,GW252/13600,(2)停机状态,2,2025-10-04 16:04:28,2025-10-04 16:04:29,1,0
28,L18,#20,GW252/13600,(1)停机过程,1,2025-10-04 16:03:32,2025-10-04 16:04:28,56,0.02
29,L18,#20,GW252/13600,(4)启机状态,4,2025-10-04 15:58:32,2025-10-04 16:03:32,300,0.08
30,L18,#20,GW252/13600,(3)待机状态,3,2025-10-04 15:07:15,2025-10-04 15:58:32,3077,0.85
31,L18,#20,GW252/13600,(2)停机状态,2,2025-10-04 15:05:40,2025-10-04 15:07:15,95,0.03
32,L18,#20,GW252/13600,(1)停机过程,1,2025-10-04 15:04:44,2025-10-04 15:05:40,56,0.02
33,L18,#20,GW252/13600,(5)发电状态,5,2025-10-04 07:53:01,2025-10-04 15:04:44,25903,7.2
34,L18,#20,GW252/13600,(4)启机状态,4,2025-10-04 07:51:15,2025-10-04 07:53:01,106,0.03
35,L18,#20,GW252/13600,(3)待机状态,3,2025-10-04 01:11:44,2025-10-04 07:51:15,23971,6.66
36,L18,#20,GW252/13600,(2)停机状态,2,2025-10-04 01:10:53,2025-10-04 01:11:44,51,0.01
37,L18,#20,GW252/13600,(1)停机过程,1,2025-10-04 01:09:58,2025-10-04 01:10:53,55,0.02
38,L18,#20,GW252/13600,(5)发电状态,5,2025-10-03 14:03:02,2025-10-04 01:09:58,40016,11.12
39,L18,#20,GW252/13600,(4)启机状态,4,2025-10-03 14:02:03,2025-10-03 14:03:02,59,0.02
40,L18,#20,GW252/13600,(3)待机状态,3,2025-10-03 14:01:19,2025-10-03 14:02:03,44,0.01
41,L18,#20,GW252/13600,(2)停机状态,2,2025-10-03 12:19:00,2025-10-03 14:01:19,6139,1.71
42,L18,#20,GW252/13600,(1)停机过程,1,2025-10-03 12:18:00,2025-10-03 12:19:00,60,0.02
43,L18,#20,GW252/13600,(5)发电状态,5,2025-10-02 16:12:02,2025-10-03 12:18:00,72358,20.1
44,L18,#20,GW252/13600,(4)启机状态,4,2025-10-02 16:10:43,2025-10-02 16:12:02,79,0.02
45,L18,#20,GW252/13600,(3)待机状态,3,2025-10-02 16:09:53,2025-10-02 16:10:43,50,0.01
46,L18,#20,GW252/13600,(2)停机状态,2,2025-10-02 14:47:19,2025-10-02 16:09:53,4954,1.38
47,L18,#20,GW252/13600,(2)停机状态,2,2025-10-02 13:32:51,2025-10-02 14:47:19,4468,1.24
48,L18,#20,GW252/13600,(1)停机过程,1,2025-10-02 13:31:50,2025-10-02 13:32:51,61,0.02
49,L18,#20,GW252/13600,(5)发电状态,5,2025-10-02 11:52:21,2025-10-02 13:31:50,5969,1.66
50,L18,#20,GW252/13600,(4)启机状态,4,2025-10-02 11:51:21,2025-10-02 11:52:21,60,0.02
51,L18,#20,GW252/13600,(3)待机状态,3,2025-10-02 11:50:33,2025-10-02 11:51:21,48,0.01
52,L18,#20,GW252/13600,(2)停机状态,2,2025-10-02 10:14:47,2025-10-02 11:50:33,5746,1.6
53,L18,#20,GW252/13600,(1)停机过程,1,2025-10-02 10:13:52,2025-10-02 10:14:47,55,0.02
54,L18,#20,GW252/13600,(5)发电状态,5,2025-10-02 08:59:50,2025-10-02 10:13:52,4442,1.23
55,L18,#20,GW252/13600,(4)启机状态,4,2025-10-02 08:58:41,2025-10-02 08:59:50,69,0.02
56,L18,#20,GW252/13600,(3)待机状态,3,2025-10-02 08:57:51,2025-10-02 08:58:41,50,0.01
57,L18,#20,GW252/13600,(2)停机状态,2,2025-10-02 08:48:21,2025-10-02 08:57:51,570,0.16
58,L18,#20,GW252/13600,(1)停机过程,1,2025-10-02 08:47:19,2025-10-02 08:48:21,62,0.02
59,L18,#20,GW252/13600,(5)发电状态,5,2025-10-02 08:46:22,2025-10-02 08:47:19,57,0.02
60,L18,#20,GW252/13600,(4)启机状态,4,2025-10-02 08:45:05,2025-10-02 08:46:22,77,0.02
61,L18,#20,GW252/13600,(3)待机状态,3,2025-10-02 08:44:16,2025-10-02 08:45:05,49,0.01
62,L18,#20,GW252/13600,(2)停机状态,2,2025-10-02 08:09:00,2025-10-02 08:44:16,2116,0.59
63,L18,#20,GW252/13600,(1)停机过程,1,2025-10-02 08:08:05,2025-10-02 08:09:00,55,0.02
64,L18,#20,GW252/13600,(5)发电状态,5,2025-10-01 23:20:31,2025-10-02 08:08:05,31654,8.79
65,L18,#20,GW252/13600,(4)启机状态,4,2025-10-01 23:19:17,2025-10-01 23:20:31,74,0.02
66,L18,#20,GW252/13600,(3)待机状态,3,2025-10-01 23:18:29,2025-10-01 23:19:17,48,0.01
67,L18,#20,GW252/13600,(2)停机状态,2,2025-10-01 22:59:58,2025-10-01 23:18:29,1111,0.31
68,L18,#20,GW252/13600,(1)停机过程,1,2025-10-01 22:59:47,2025-10-01 22:59:58,11,0
69,L18,#20,GW252/13600,(9)维护状态,9,2025-10-01 19:12:50,2025-10-01 22:59:47,13617,3.78
70,L18,#20,GW252/13600,(2)停机状态,2,2025-10-01 08:15:49,2025-10-01 19:12:50,39421,10.95
71,L18,#20,GW252/13600,(1)停机过程,1,2025-10-01 08:15:16,2025-10-01 08:15:49,33,0.01
72,L18,#20,GW252/13600,(3)待机状态,3,2025-09-30 22:27:19,2025-10-01 08:15:16,35277,9.8
73,L18,#20,GW252/13600,(2)停机状态,2,2025-09-30 22:21:43,2025-09-30 22:27:19,336,0.09
74,L18,#20,GW252/13600,(1)停机过程,1,2025-09-30 22:20:50,2025-09-30 22:21:43,53,0.01
75,L18,#20,GW252/13600,(5)发电状态,5,2025-09-30 21:52:54,2025-09-30 22:20:50,1676,0.47
76,L18,#20,GW252/13600,(4)启机状态,4,2025-09-30 21:50:40,2025-09-30 21:52:54,134,0.04
77,L18,#20,GW252/13600,(3)待机状态,3,2025-09-30 12:23:39,2025-09-30 21:50:40,34021,9.45
78,L18,#20,GW252/13600,(2)停机状态,2,2025-09-30 11:46:54,2025-09-30 12:23:39,2205,0.61
79,L18,#20,GW252/13600,(1)停机过程,1,2025-09-30 11:45:58,2025-09-30 11:46:54,56,0.02
80,L18,#20,GW252/13600,(5)发电状态,5,2025-09-30 09:02:48,2025-09-30 11:45:58,9790,2.72
81,L18,#20,GW252/13600,(4)启机状态,4,2025-09-30 09:00:41,2025-09-30 09:02:48,127,0.04
82,L18,#20,GW252/13600,(3)待机状态,3,2025-09-30 08:57:26,2025-09-30 09:00:41,195,0.05
83,L18,#20,GW252/13600,(2)停机状态,2,2025-09-30 08:45:46,2025-09-30 08:57:26,700,0.19
84,L18,#20,GW252/13600,(1)停机过程,1,2025-09-30 08:44:42,2025-09-30 08:45:46,64,0.02
85,L18,#20,GW252/13600,(5)发电状态,5,2025-09-30 07:47:30,2025-09-30 08:44:42,3432,0.95
86,L18,#20,GW252/13600,(4)启机状态,4,2025-09-30 07:46:12,2025-09-30 07:47:30,78,0.02
87,L18,#20,GW252/13600,(3)待机状态,3,2025-09-30 07:45:22,2025-09-30 07:46:12,50,0.01
88,L18,#20,GW252/13600,(2)停机状态,2,2025-09-30 06:54:43,2025-09-30 07:45:22,3039,0.84
89,L18,#20,GW252/13600,(1)停机过程,1,2025-09-30 06:53:44,2025-09-30 06:54:43,59,0.02
90,L18,#20,GW252/13600,(5)发电状态,5,2025-09-25 15:39:11,2025-09-30 06:53:44,400473,111.24
91,L18,#20,GW252/13600,(4)启机状态,4,2025-09-25 15:38:27,2025-09-25 15:39:11,44,0.01
92,L18,#20,GW252/13600,(3)待机状态,3,2025-09-25 15:37:48,2025-09-25 15:38:27,39,0.01
93,L18,#20,GW252/13600,(1)停机过程,1,2025-09-25 15:37:33,2025-09-25 15:37:48,15,0
94,L18,#20,GW252/13600,(9)维护状态,9,2025-09-25 14:23:49,2025-09-25 15:37:33,4424,1.23
95,L18,#20,GW252/13600,(2)停机状态,2,2025-09-25 12:44:03,2025-09-25 14:23:49,5986,1.66
96,L18,#20,GW252/13600,(1)停机过程,1,2025-09-25 12:43:52,2025-09-25 12:44:03,11,0
