设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#73];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L10,#73,GW252/13600,(9)维护状态,9,2025-11-29 20:22:42,2025-12-01 23:59:59,185837,51.62
2,L10,#73,GW252/13600,(2)停机状态,2,2025-11-29 20:18:13,2025-11-29 20:22:42,269,0.07
3,L10,#73,GW252/13600,(1)停机过程,1,2025-11-29 20:18:04,2025-11-29 20:18:13,9,0
4,L10,#73,GW252/13600,(9)维护状态,9,2025-11-18 10:56:17,2025-11-29 20:18:04,984107,273.36
5,L10,#73,GW252/13600,(2)停机状态,2,2025-11-18 10:52:21,2025-11-18 10:56:17,236,0.07
6,L10,#73,GW252/13600,(1)停机过程,1,2025-11-18 10:51:06,2025-11-18 10:52:21,75,0.02
7,L10,#73,GW252/13600,(5)发电状态,5,2025-11-18 04:02:05,2025-11-18 10:51:06,24541,6.82
8,L10,#73,GW252/13600,(4)启机状态,4,2025-11-18 04:01:32,2025-11-18 04:02:05,33,0.01
9,L10,#73,GW252/13600,(3)待机状态,3,2025-11-18 04:00:59,2025-11-18 04:01:32,33,0.01
10,L10,#73,GW252/13600,(2)停机状态,2,2025-11-18 04:00:56,2025-11-18 04:00:59,3,0
11,L10,#73,GW252/13600,(1)停机过程,1,2025-11-18 04:00:46,2025-11-18 04:00:56,10,0
12,L10,#73,GW252/13600,(9)维护状态,9,2025-11-18 03:48:48,2025-11-18 04:00:46,718,0.2
13,L10,#73,GW252/13600,(1)停机过程,1,2025-11-18 03:48:38,2025-11-18 03:48:48,10,0
14,L10,#73,GW252/13600,(9)维护状态,9,2025-11-18 03:45:37,2025-11-18 03:48:38,181,0.05
15,L10,#73,GW252/13600,(2)停机状态,2,2025-11-18 03:33:33,2025-11-18 03:45:37,724,0.2
