设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#53];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L09,#53,GW252/13600,(5)发电状态,5,2025-11-28 13:03:40,2025-12-01 23:59:59,298579,82.94
2,L09,#53,GW252/13600,(4)启机状态,4,2025-11-28 13:02:59,2025-11-28 13:03:40,41,0.01
3,L09,#53,GW252/13600,(3)待机状态,3,2025-11-28 13:02:23,2025-11-28 13:02:59,36,0.01
4,L09,#53,GW252/13600,(2)停机状态,2,2025-11-28 12:24:19,2025-11-28 13:02:23,2284,0.63
5,L09,#53,GW252/13600,(1)停机过程,1,2025-11-28 12:23:25,2025-11-28 12:24:19,54,0.02
6,L09,#53,GW252/13600,(5)发电状态,5,2025-11-26 14:13:30,2025-11-28 12:23:25,166195,46.17
7,L09,#53,GW252/13600,(4)启机状态,4,2025-11-26 14:12:39,2025-11-26 14:13:30,51,0.01
8,L09,#53,GW252/13600,(3)待机状态,3,2025-11-26 14:12:03,2025-11-26 14:12:39,36,0.01
9,L09,#53,GW252/13600,(2)停机状态,2,2025-11-26 14:05:31,2025-11-26 14:12:03,392,0.11
10,L09,#53,GW252/13600,(1)停机过程,1,2025-11-26 14:04:28,2025-11-26 14:05:31,63,0.02
11,L09,#53,GW252/13600,(5)发电状态,5,2025-11-26 13:35:39,2025-11-26 14:04:28,1729,0.48
12,L09,#53,GW252/13600,(4)启机状态,4,2025-11-26 13:34:48,2025-11-26 13:35:39,51,0.01
13,L09,#53,GW252/13600,(3)待机状态,3,2025-11-26 13:34:07,2025-11-26 13:34:48,41,0.01
14,L09,#53,GW252/13600,(2)停机状态,2,2025-11-26 11:38:14,2025-11-26 13:34:07,6953,1.93
15,L09,#53,GW252/13600,(1)停机过程,1,2025-11-26 11:37:19,2025-11-26 11:38:14,55,0.02
16,L09,#53,GW252/13600,(5)发电状态,5,2025-11-25 17:14:32,2025-11-26 11:37:19,66167,18.38
17,L09,#53,GW252/13600,(4)启机状态,4,2025-11-25 17:13:47,2025-11-25 17:14:32,45,0.01
18,L09,#53,GW252/13600,(3)待机状态,3,2025-11-25 17:13:10,2025-11-25 17:13:47,37,0.01
19,L09,#53,GW252/13600,(2)停机状态,2,2025-11-25 17:03:57,2025-11-25 17:13:10,553,0.15
20,L09,#53,GW252/13600,(1)停机过程,1,2025-11-25 17:03:01,2025-11-25 17:03:57,56,0.02
21,L09,#53,GW252/13600,(5)发电状态,5,2025-11-25 13:33:02,2025-11-25 17:03:01,12599,3.5
22,L09,#53,GW252/13600,(4)启机状态,4,2025-11-25 13:32:22,2025-11-25 13:33:02,40,0.01
23,L09,#53,GW252/13600,(3)待机状态,3,2025-11-25 13:31:46,2025-11-25 13:32:22,36,0.01
24,L09,#53,GW252/13600,(2)停机状态,2,2025-11-25 13:10:06,2025-11-25 13:31:46,1300,0.36
25,L09,#53,GW252/13600,(1)停机过程,1,2025-11-25 13:09:12,2025-11-25 13:10:06,54,0.02
26,L09,#53,GW252/13600,(5)发电状态,5,2025-11-25 13:00:12,2025-11-25 13:09:12,540,0.15
27,L09,#53,GW252/13600,(4)启机状态,4,2025-11-25 12:59:29,2025-11-25 13:00:12,43,0.01
28,L09,#53,GW252/13600,(3)待机状态,3,2025-11-25 12:58:52,2025-11-25 12:59:29,37,0.01
29,L09,#53,GW252/13600,(2)停机状态,2,2025-11-25 10:46:53,2025-11-25 12:58:52,7919,2.2
30,L09,#53,GW252/13600,(1)停机过程,1,2025-11-25 10:46:01,2025-11-25 10:46:53,52,0.01
31,L09,#53,GW252/13600,(5)发电状态,5,2025-11-25 09:42:43,2025-11-25 10:46:01,3798,1.06
32,L09,#53,GW252/13600,(4)启机状态,4,2025-11-25 09:42:11,2025-11-25 09:42:43,32,0.01
33,L09,#53,GW252/13600,(3)待机状态,3,2025-11-25 09:41:38,2025-11-25 09:42:11,33,0.01
34,L09,#53,GW252/13600,(2)停机状态,2,2025-11-25 08:43:23,2025-11-25 09:41:38,3495,0.97
35,L09,#53,GW252/13600,(1)停机过程,1,2025-11-25 08:42:32,2025-11-25 08:43:23,51,0.01
