设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#46];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L13,#46,GW252/13600,(5)发电状态,5,2025-11-28 13:03:33,2025-12-01 23:59:59,298586,82.94
2,L13,#46,GW252/13600,(4)启机状态,4,2025-11-28 13:02:51,2025-11-28 13:03:33,42,0.01
3,L13,#46,GW252/13600,(3)待机状态,3,2025-11-28 13:02:18,2025-11-28 13:02:51,33,0.01
4,L13,#46,GW252/13600,(2)停机状态,2,2025-11-28 12:25:12,2025-11-28 13:02:18,2226,0.62
5,L13,#46,GW252/13600,(1)停机过程,1,2025-11-28 12:24:19,2025-11-28 12:25:12,53,0.01
6,L13,#46,GW252/13600,(5)发电状态,5,2025-11-26 14:13:32,2025-11-28 12:24:19,166247,46.18
7,L13,#46,GW252/13600,(4)启机状态,4,2025-11-26 14:12:46,2025-11-26 14:13:32,46,0.01
8,L13,#46,GW252/13600,(3)待机状态,3,2025-11-26 14:12:06,2025-11-26 14:12:46,40,0.01
9,L13,#46,GW252/13600,(2)停机状态,2,2025-11-26 14:05:24,2025-11-26 14:12:06,402,0.11
10,L13,#46,GW252/13600,(1)停机过程,1,2025-11-26 14:04:29,2025-11-26 14:05:24,55,0.02
11,L13,#46,GW252/13600,(5)发电状态,5,2025-11-26 13:45:57,2025-11-26 14:04:29,1112,0.31
12,L13,#46,GW252/13600,(4)启机状态,4,2025-11-26 13:45:07,2025-11-26 13:45:57,50,0.01
13,L13,#46,GW252/13600,(3)待机状态,3,2025-11-26 13:44:26,2025-11-26 13:45:07,41,0.01
14,L13,#46,GW252/13600,(2)停机状态,2,2025-11-26 11:40:00,2025-11-26 13:44:26,7466,2.07
15,L13,#46,GW252/13600,(1)停机过程,1,2025-11-26 11:39:04,2025-11-26 11:40:00,56,0.02
16,L13,#46,GW252/13600,(5)发电状态,5,2025-11-25 17:14:52,2025-11-26 11:39:04,66252,18.4
17,L13,#46,GW252/13600,(4)启机状态,4,2025-11-25 17:14:02,2025-11-25 17:14:52,50,0.01
