设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#11];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L16,#11,GW252/13600,(5)发电状态,5,2025-11-28 12:58:02,2025-12-01 23:59:59,298917,83.03
2,L16,#11,GW252/13600,(4)启机状态,4,2025-11-28 12:57:21,2025-11-28 12:58:02,41,0.01
3,L16,#11,GW252/13600,(3)待机状态,3,2025-11-28 12:56:48,2025-11-28 12:57:21,33,0.01
4,L16,#11,GW252/13600,(2)停机状态,2,2025-11-28 12:25:13,2025-11-28 12:56:48,1895,0.53
5,L16,#11,GW252/13600,(1)停机过程,1,2025-11-28 12:24:19,2025-11-28 12:25:13,54,0.02
6,L16,#11,GW252/13600,(5)发电状态,5,2025-11-26 14:16:44,2025-11-28 12:24:19,166055,46.13
7,L16,#11,GW252/13600,(4)启机状态,4,2025-11-26 14:15:57,2025-11-26 14:16:44,47,0.01
8,L16,#11,GW252/13600,(3)待机状态,3,2025-11-26 14:15:19,2025-11-26 14:15:57,38,0.01
9,L16,#11,GW252/13600,(2)停机状态,2,2025-11-26 14:05:25,2025-11-26 14:15:19,594,0.17
10,L16,#11,GW252/13600,(1)停机过程,1,2025-11-26 14:04:29,2025-11-26 14:05:25,56,0.02
11,L16,#11,GW252/13600,(5)发电状态,5,2025-11-26 13:35:39,2025-11-26 14:04:29,1730,0.48
12,L16,#11,GW252/13600,(4)启机状态,4,2025-11-26 13:34:52,2025-11-26 13:35:39,47,0.01
13,L16,#11,GW252/13600,(3)待机状态,3,2025-11-26 13:34:14,2025-11-26 13:34:52,38,0.01
14,L16,#11,GW252/13600,(2)停机状态,2,2025-11-26 13:25:34,2025-11-26 13:34:14,520,0.14
15,L16,#11,GW252/13600,(1)停机过程,1,2025-11-26 13:24:37,2025-11-26 13:25:34,57,0.02
16,L16,#11,GW252/13600,(5)发电状态,5,2025-11-26 12:50:14,2025-11-26 13:24:37,2063,0.57
17,L16,#11,GW252/13600,(4)启机状态,4,2025-11-26 12:49:27,2025-11-26 12:50:14,47,0.01
18,L16,#11,GW252/13600,(3)待机状态,3,2025-11-26 12:48:47,2025-11-26 12:49:27,40,0.01
19,L16,#11,GW252/13600,(2)停机状态,2,2025-11-26 11:39:59,2025-11-26 12:48:47,4128,1.15
20,L16,#11,GW252/13600,(1)停机过程,1,2025-11-26 11:39:05,2025-11-26 11:39:59,54,0.02
21,L16,#11,GW252/13600,(5)发电状态,5,2025-11-25 13:32:50,2025-11-26 11:39:05,79575,22.1
22,L16,#11,GW252/13600,(4)启机状态,4,2025-11-25 13:32:12,2025-11-25 13:32:50,38,0.01
23,L16,#11,GW252/13600,(3)待机状态,3,2025-11-25 13:31:37,2025-11-25 13:32:12,35,0.01
24,L16,#11,GW252/13600,(2)停机状态,2,2025-11-25 13:10:07,2025-11-25 13:31:37,1290,0.36
25,L16,#11,GW252/13600,(1)停机过程,1,2025-11-25 13:09:12,2025-11-25 13:10:07,55,0.02
26,L16,#11,GW252/13600,(5)发电状态,5,2025-11-25 10:58:20,2025-11-25 13:09:12,7852,2.18
27,L16,#11,GW252/13600,(4)启机状态,4,2025-11-25 10:57:44,2025-11-25 10:58:20,36,0.01
28,L16,#11,GW252/13600,(3)待机状态,3,2025-11-25 10:57:10,2025-11-25 10:57:44,34,0.01
29,L16,#11,GW252/13600,(2)停机状态,2,2025-11-25 10:46:53,2025-11-25 10:57:10,617,0.17
30,L16,#11,GW252/13600,(1)停机过程,1,2025-11-25 10:46:01,2025-11-25 10:46:53,52,0.01
31,L16,#11,GW252/13600,(5)发电状态,5,2025-11-25 10:12:52,2025-11-25 10:46:01,1989,0.55
32,L16,#11,GW252/13600,(4)启机状态,4,2025-11-25 10:12:18,2025-11-25 10:12:52,34,0.01
33,L16,#11,GW252/13600,(3)待机状态,3,2025-11-25 10:11:46,2025-11-25 10:12:18,32,0.01
34,L16,#11,GW252/13600,(2)停机状态,2,2025-11-25 09:57:05,2025-11-25 10:11:46,881,0.24
35,L16,#11,GW252/13600,(1)停机过程,1,2025-11-25 09:56:13,2025-11-25 09:57:05,52,0.01
36,L16,#11,GW252/13600,(5)发电状态,5,2025-11-25 06:59:32,2025-11-25 09:56:13,10601,2.94
37,L16,#11,GW252/13600,(4)启机状态,4,2025-11-25 06:58:59,2025-11-25 06:59:32,33,0.01
38,L16,#11,GW252/13600,(3)待机状态,3,2025-11-25 06:58:25,2025-11-25 06:58:59,34,0.01
39,L16,#11,GW252/13600,(2)停机状态,2,2025-11-25 06:04:42,2025-11-25 06:58:25,3223,0.9
40,L16,#11,GW252/13600,(1)停机过程,1,2025-11-25 06:03:48,2025-11-25 06:04:42,54,0.02
41,L16,#11,GW252/13600,(5)发电状态,5,2025-11-25 00:02:01,2025-11-25 06:03:48,21707,6.03
42,L16,#11,GW252/13600,(4)启机状态,4,2025-11-25 00:00:19,2025-11-25 00:02:01,102,0.03
43,L16,#11,GW252/13600,(3)待机状态,3,2025-11-24 23:59:34,2025-11-25 00:00:19,45,0.01
44,L16,#11,GW252/13600,(2)停机状态,2,2025-11-24 23:59:32,2025-11-24 23:59:34,2,0
45,L16,#11,GW252/13600,(1)停机过程,1,2025-11-24 23:58:27,2025-11-24 23:59:32,65,0.02
46,L16,#11,GW252/13600,(5)发电状态,5,2025-11-24 18:57:46,2025-11-24 23:58:27,18041,5.01
47,L16,#11,GW252/13600,(4)启机状态,4,2025-11-24 18:55:34,2025-11-24 18:57:46,132,0.04
48,L16,#11,GW252/13600,(3)待机状态,3,2025-11-24 18:35:48,2025-11-24 18:55:34,1186,0.33
49,L16,#11,GW252/13600,(2)停机状态,2,2025-11-24 18:35:45,2025-11-24 18:35:48,3,0
