设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#12];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L06,#12,GW252/13600,(5)发电状态,5,2025-12-01 16:13:35,--,27984,7.77
2,L06,#12,GW252/13600,(4)启机状态,4,2025-12-01 16:12:40,2025-12-01 16:13:35,55,0.02
3,L06,#12,GW252/13600,(3)待机状态,3,2025-12-01 16:12:00,2025-12-01 16:12:40,40,0.01
4,L06,#12,GW252/13600,(2)停机状态,2,2025-12-01 15:35:19,2025-12-01 16:12:00,2201,0.61
5,L06,#12,GW252/13600,(1)停机过程,1,2025-12-01 15:34:25,2025-12-01 15:35:19,54,0.02
6,L06,#12,GW252/13600,(5)发电状态,5,2025-11-28 12:58:03,2025-12-01 15:34:25,268582,74.61
7,L06,#12,GW252/13600,(4)启机状态,4,2025-11-28 12:57:20,2025-11-28 12:58:03,43,0.01
8,L06,#12,GW252/13600,(3)待机状态,3,2025-11-28 12:56:49,2025-11-28 12:57:20,31,0.01
9,L06,#12,GW252/13600,(2)停机状态,2,2025-11-28 12:25:11,2025-11-28 12:56:49,1898,0.53
10,L06,#12,GW252/13600,(1)停机过程,1,2025-11-28 12:24:18,2025-11-28 12:25:11,53,0.01
11,L06,#12,GW252/13600,(5)发电状态,5,2025-11-26 14:16:37,2025-11-28 12:24:18,166061,46.13
12,L06,#12,GW252/13600,(4)启机状态,4,2025-11-26 14:15:47,2025-11-26 14:16:37,50,0.01
13,L06,#12,GW252/13600,(3)待机状态,3,2025-11-26 14:15:07,2025-11-26 14:15:47,40,0.01
14,L06,#12,GW252/13600,(2)停机状态,2,2025-11-26 14:05:26,2025-11-26 14:15:07,581,0.16
15,L06,#12,GW252/13600,(1)停机过程,1,2025-11-26 14:04:28,2025-11-26 14:05:26,58,0.02
16,L06,#12,GW252/13600,(5)发电状态,5,2025-11-26 13:35:06,2025-11-26 14:04:28,1762,0.49
17,L06,#12,GW252/13600,(4)启机状态,4,2025-11-26 13:34:20,2025-11-26 13:35:06,46,0.01
18,L06,#12,GW252/13600,(3)待机状态,3,2025-11-26 13:33:40,2025-11-26 13:34:20,40,0.01
19,L06,#12,GW252/13600,(2)停机状态,2,2025-11-26 13:25:39,2025-11-26 13:33:40,481,0.13
20,L06,#12,GW252/13600,(1)停机过程,1,2025-11-26 13:24:36,2025-11-26 13:25:39,63,0.02
21,L06,#12,GW252/13600,(5)发电状态,5,2025-11-26 12:50:11,2025-11-26 13:24:36,2065,0.57
22,L06,#12,GW252/13600,(4)启机状态,4,2025-11-26 12:49:26,2025-11-26 12:50:11,45,0.01
23,L06,#12,GW252/13600,(3)待机状态,3,2025-11-26 12:48:46,2025-11-26 12:49:26,40,0.01
24,L06,#12,GW252/13600,(2)停机状态,2,2025-11-26 11:39:59,2025-11-26 12:48:46,4127,1.15
25,L06,#12,GW252/13600,(1)停机过程,1,2025-11-26 11:39:04,2025-11-26 11:39:59,55,0.02
26,L06,#12,GW252/13600,(5)发电状态,5,2025-11-25 17:14:34,2025-11-26 11:39:04,66270,18.41
27,L06,#12,GW252/13600,(4)启机状态,4,2025-11-25 17:13:47,2025-11-25 17:14:34,47,0.01
28,L06,#12,GW252/13600,(3)待机状态,3,2025-11-25 17:13:10,2025-11-25 17:13:47,37,0.01
29,L06,#12,GW252/13600,(2)停机状态,2,2025-11-25 17:04:03,2025-11-25 17:13:10,547,0.15
30,L06,#12,GW252/13600,(1)停机过程,1,2025-11-25 17:03:00,2025-11-25 17:04:03,63,0.02
