设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#62];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L07,#62,GW252/13600,(5)发电状态,5,2025-11-28 13:03:43,2025-12-01 23:59:59,298576,82.94
2,L07,#62,GW252/13600,(4)启机状态,4,2025-11-28 13:03:03,2025-11-28 13:03:43,40,0.01
3,L07,#62,GW252/13600,(3)待机状态,3,2025-11-28 13:02:29,2025-11-28 13:03:03,34,0.01
4,L07,#62,GW252/13600,(2)停机状态,2,2025-11-28 12:26:26,2025-11-28 13:02:29,2163,0.6
5,L07,#62,GW252/13600,(1)停机过程,1,2025-11-28 12:25:29,2025-11-28 12:26:26,57,0.02
6,L07,#62,GW252/13600,(5)发电状态,5,2025-11-26 14:13:47,2025-11-28 12:25:29,166302,46.2
7,L07,#62,GW252/13600,(4)启机状态,4,2025-11-26 14:12:57,2025-11-26 14:13:47,50,0.01
8,L07,#62,GW252/13600,(3)待机状态,3,2025-11-26 14:12:17,2025-11-26 14:12:57,40,0.01
9,L07,#62,GW252/13600,(2)停机状态,2,2025-11-26 14:05:25,2025-11-26 14:12:17,412,0.11
10,L07,#62,GW252/13600,(1)停机过程,1,2025-11-26 14:04:28,2025-11-26 14:05:25,57,0.02
11,L07,#62,GW252/13600,(5)发电状态,5,2025-11-26 13:35:06,2025-11-26 14:04:28,1762,0.49
12,L07,#62,GW252/13600,(4)启机状态,4,2025-11-26 13:34:17,2025-11-26 13:35:06,49,0.01
13,L07,#62,GW252/13600,(3)待机状态,3,2025-11-26 13:33:40,2025-11-26 13:34:17,37,0.01
14,L07,#62,GW252/13600,(2)停机状态,2,2025-11-26 11:38:14,2025-11-26 13:33:40,6926,1.92
15,L07,#62,GW252/13600,(1)停机过程,1,2025-11-26 11:37:18,2025-11-26 11:38:14,56,0.02
16,L07,#62,GW252/13600,(5)发电状态,5,2025-11-25 17:14:42,2025-11-26 11:37:18,66156,18.38
17,L07,#62,GW252/13600,(4)启机状态,4,2025-11-25 17:13:51,2025-11-25 17:14:42,51,0.01
18,L07,#62,GW252/13600,(3)待机状态,3,2025-11-25 17:13:12,2025-11-25 17:13:51,39,0.01
19,L07,#62,GW252/13600,(2)停机状态,2,2025-11-25 17:04:03,2025-11-25 17:13:12,549,0.15
20,L07,#62,GW252/13600,(1)停机过程,1,2025-11-25 17:03:00,2025-11-25 17:04:03,63,0.02
21,L07,#62,GW252/13600,(5)发电状态,5,2025-11-25 13:33:04,2025-11-25 17:03:00,12596,3.5
22,L07,#62,GW252/13600,(4)启机状态,4,2025-11-25 13:32:23,2025-11-25 13:33:04,41,0.01
23,L07,#62,GW252/13600,(3)待机状态,3,2025-11-25 13:31:46,2025-11-25 13:32:23,37,0.01
24,L07,#62,GW252/13600,(2)停机状态,2,2025-11-25 13:10:07,2025-11-25 13:31:46,1299,0.36
25,L07,#62,GW252/13600,(1)停机过程,1,2025-11-25 13:09:12,2025-11-25 13:10:07,55,0.02
26,L07,#62,GW252/13600,(5)发电状态,5,2025-11-25 13:00:08,2025-11-25 13:09:12,544,0.15
