设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#57];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L09,#57,GW252/13600,(9)维护状态,9,2025-11-27 13:05:30,--,384869,106.91
2,L09,#57,GW252/13600,(2)停机状态,2,2025-11-27 13:03:29,2025-11-27 13:05:30,121,0.03
3,L09,#57,GW252/13600,(1)停机过程,1,2025-11-27 13:03:19,2025-11-27 13:03:29,10,0
4,L09,#57,GW252/13600,(9)维护状态,9,2025-11-20 19:37:58,2025-11-27 13:03:19,581121,161.42
5,L09,#57,GW252/13600,(2)停机状态,2,2025-11-20 19:34:28,2025-11-20 19:37:58,210,0.06
6,L09,#57,GW252/13600,(1)停机过程,1,2025-11-20 19:34:17,2025-11-20 19:34:28,11,0
7,L09,#57,GW252/13600,(9)维护状态,9,2025-11-11 14:46:45,2025-11-20 19:34:17,794852,220.79
8,L09,#57,GW252/13600,(2)停机状态,2,2025-11-11 14:44:23,2025-11-11 14:46:45,142,0.04
9,L09,#57,GW252/13600,(1)停机过程,1,2025-11-11 14:44:12,2025-11-11 14:44:23,11,0
10,L09,#57,GW252/13600,(9)维护状态,9,2025-11-10 20:17:21,2025-11-11 14:44:12,66411,18.45
11,L09,#57,GW252/13600,(2)停机状态,2,2025-11-10 20:13:17,2025-11-10 20:17:21,244,0.07
12,L09,#57,GW252/13600,(1)停机过程,1,2025-11-10 20:13:08,2025-11-10 20:13:17,9,0
13,L09,#57,GW252/13600,(9)维护状态,9,2025-11-08 08:39:46,2025-11-10 20:13:08,214402,59.56
14,L09,#57,GW252/13600,(2)停机状态,2,2025-10-28 13:40:06,2025-11-08 08:39:46,932380,258.99
15,L09,#57,GW252/13600,(2)停机状态,2,2025-10-20 13:59:03,2025-10-28 13:40:06,690063,191.68
16,L09,#57,GW252/13600,(1)停机过程,1,2025-10-20 13:58:54,2025-10-20 13:59:03,9,0
