设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#3];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L03,#3,GW252/13600,(5)发电状态,5,2025-11-28 12:57:53,2025-12-01 23:59:59,298926,83.04
2,L03,#3,GW252/13600,(4)启机状态,4,2025-11-28 12:57:12,2025-11-28 12:57:53,41,0.01
3,L03,#3,GW252/13600,(3)待机状态,3,2025-11-28 12:56:39,2025-11-28 12:57:12,33,0.01
4,L03,#3,GW252/13600,(2)停机状态,2,2025-11-28 12:24:20,2025-11-28 12:56:39,1939,0.54
5,L03,#3,GW252/13600,(1)停机过程,1,2025-11-28 12:23:25,2025-11-28 12:24:20,55,0.02
6,L03,#3,GW252/13600,(5)发电状态,5,2025-11-26 14:13:57,2025-11-28 12:23:25,166168,46.16
7,L03,#3,GW252/13600,(4)启机状态,4,2025-11-26 14:13:09,2025-11-26 14:13:57,48,0.01
8,L03,#3,GW252/13600,(3)待机状态,3,2025-11-26 14:12:26,2025-11-26 14:13:09,43,0.01
9,L03,#3,GW252/13600,(2)停机状态,2,2025-11-26 14:05:38,2025-11-26 14:12:26,408,0.11
10,L03,#3,GW252/13600,(1)停机过程,1,2025-11-26 14:04:28,2025-11-26 14:05:38,70,0.02
11,L03,#3,GW252/13600,(5)发电状态,5,2025-11-26 13:35:05,2025-11-26 14:04:28,1763,0.49
12,L03,#3,GW252/13600,(4)启机状态,4,2025-11-26 13:34:18,2025-11-26 13:35:05,47,0.01
13,L03,#3,GW252/13600,(3)待机状态,3,2025-11-26 13:33:40,2025-11-26 13:34:18,38,0.01
14,L03,#3,GW252/13600,(2)停机状态,2,2025-11-26 13:25:40,2025-11-26 13:33:40,480,0.13
15,L03,#3,GW252/13600,(1)停机过程,1,2025-11-26 13:24:36,2025-11-26 13:25:40,64,0.02
16,L03,#3,GW252/13600,(5)发电状态,5,2025-11-25 10:58:03,2025-11-26 13:24:36,95193,26.44
17,L03,#3,GW252/13600,(4)启机状态,4,2025-11-25 10:57:30,2025-11-25 10:58:03,33,0.01
18,L03,#3,GW252/13600,(3)待机状态,3,2025-11-25 10:56:59,2025-11-25 10:57:30,31,0.01
19,L03,#3,GW252/13600,(2)停机状态,2,2025-11-25 10:46:53,2025-11-25 10:56:59,606,0.17
20,L03,#3,GW252/13600,(1)停机过程,1,2025-11-25 10:46:01,2025-11-25 10:46:53,52,0.01
21,L03,#3,GW252/13600,(5)发电状态,5,2025-11-25 10:12:54,2025-11-25 10:46:01,1987,0.55
22,L03,#3,GW252/13600,(4)启机状态,4,2025-11-25 10:12:19,2025-11-25 10:12:54,35,0.01
23,L03,#3,GW252/13600,(3)待机状态,3,2025-11-25 10:11:45,2025-11-25 10:12:19,34,0.01
24,L03,#3,GW252/13600,(2)停机状态,2,2025-11-25 09:57:05,2025-11-25 10:11:45,880,0.24
25,L03,#3,GW252/13600,(1)停机过程,1,2025-11-25 09:56:14,2025-11-25 09:57:05,51,0.01
26,L03,#3,GW252/13600,(5)发电状态,5,2025-11-25 08:57:43,2025-11-25 09:56:14,3511,0.98
27,L03,#3,GW252/13600,(4)启机状态,4,2025-11-25 08:57:10,2025-11-25 08:57:43,33,0.01
28,L03,#3,GW252/13600,(3)待机状态,3,2025-11-25 08:56:38,2025-11-25 08:57:10,32,0.01
29,L03,#3,GW252/13600,(2)停机状态,2,2025-11-25 08:43:21,2025-11-25 08:56:38,797,0.22
30,L03,#3,GW252/13600,(1)停机过程,1,2025-11-25 08:42:31,2025-11-25 08:43:21,50,0.01
31,L03,#3,GW252/13600,(5)发电状态,5,2025-11-25 06:37:51,2025-11-25 08:42:31,7480,2.08
32,L03,#3,GW252/13600,(4)启机状态,4,2025-11-25 06:37:19,2025-11-25 06:37:51,32,0.01
33,L03,#3,GW252/13600,(3)待机状态,3,2025-11-25 06:36:45,2025-11-25 06:37:19,34,0.01
34,L03,#3,GW252/13600,(2)停机状态,2,2025-11-25 06:04:40,2025-11-25 06:36:45,1925,0.53
35,L03,#3,GW252/13600,(1)停机过程,1,2025-11-25 06:03:47,2025-11-25 06:04:40,53,0.01
36,L03,#3,GW252/13600,(5)发电状态,5,2025-11-24 22:44:01,2025-11-25 06:03:47,26386,7.33
37,L03,#3,GW252/13600,(4)启机状态,4,2025-11-24 22:41:24,2025-11-24 22:44:01,157,0.04
38,L03,#3,GW252/13600,(3)待机状态,3,2025-11-24 21:51:13,2025-11-24 22:41:24,3011,0.84
39,L03,#3,GW252/13600,(2)停机状态,2,2025-11-24 21:14:35,2025-11-24 21:51:13,2198,0.61
40,L03,#3,GW252/13600,(1)停机过程,1,2025-11-24 21:13:38,2025-11-24 21:14:35,57,0.02
41,L03,#3,GW252/13600,(5)发电状态,5,2025-11-24 13:53:30,2025-11-24 21:13:38,26408,7.34
42,L03,#3,GW252/13600,(4)启机状态,4,2025-11-24 13:52:28,2025-11-24 13:53:30,62,0.02
43,L03,#3,GW252/13600,(3)待机状态,3,2025-11-24 13:51:45,2025-11-24 13:52:28,43,0.01
44,L03,#3,GW252/13600,(2)停机状态,2,2025-11-24 13:42:56,2025-11-24 13:51:45,529,0.15
45,L03,#3,GW252/13600,(1)停机过程,1,2025-11-24 13:41:57,2025-11-24 13:42:56,59,0.02
