设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#74];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L10,#74,GW252/13600,(5)发电状态,5,2025-11-28 13:04:00,2025-12-01 23:59:59,298559,82.93
2,L10,#74,GW252/13600,(4)启机状态,4,2025-11-28 13:03:19,2025-11-28 13:04:00,41,0.01
3,L10,#74,GW252/13600,(3)待机状态,3,2025-11-28 13:02:44,2025-11-28 13:03:19,35,0.01
4,L10,#74,GW252/13600,(2)停机状态,2,2025-11-28 12:25:13,2025-11-28 13:02:44,2251,0.63
5,L10,#74,GW252/13600,(1)停机过程,1,2025-11-28 12:24:18,2025-11-28 12:25:13,55,0.02
6,L10,#74,GW252/13600,(5)发电状态,5,2025-11-26 14:16:45,2025-11-28 12:24:18,166053,46.13
7,L10,#74,GW252/13600,(4)启机状态,4,2025-11-26 14:15:58,2025-11-26 14:16:45,47,0.01
8,L10,#74,GW252/13600,(3)待机状态,3,2025-11-26 14:15:19,2025-11-26 14:15:58,39,0.01
9,L10,#74,GW252/13600,(2)停机状态,2,2025-11-26 14:05:24,2025-11-26 14:15:19,595,0.17
10,L10,#74,GW252/13600,(1)停机过程,1,2025-11-26 14:04:28,2025-11-26 14:05:24,56,0.02
11,L10,#74,GW252/13600,(5)发电状态,5,2025-11-26 12:50:28,2025-11-26 14:04:28,4440,1.23
12,L10,#74,GW252/13600,(4)启机状态,4,2025-11-26 12:49:44,2025-11-26 12:50:28,44,0.01
13,L10,#74,GW252/13600,(3)待机状态,3,2025-11-26 12:49:07,2025-11-26 12:49:44,37,0.01
14,L10,#74,GW252/13600,(2)停机状态,2,2025-11-26 11:39:58,2025-11-26 12:49:07,4149,1.15
15,L10,#74,GW252/13600,(1)停机过程,1,2025-11-26 11:39:03,2025-11-26 11:39:58,55,0.02
16,L10,#74,GW252/13600,(5)发电状态,5,2025-11-25 17:14:54,2025-11-26 11:39:03,66249,18.4
17,L10,#74,GW252/13600,(4)启机状态,4,2025-11-25 17:14:04,2025-11-25 17:14:54,50,0.01
18,L10,#74,GW252/13600,(3)待机状态,3,2025-11-25 17:13:23,2025-11-25 17:14:04,41,0.01
19,L10,#74,GW252/13600,(2)停机状态,2,2025-11-25 17:03:57,2025-11-25 17:13:23,566,0.16
20,L10,#74,GW252/13600,(1)停机过程,1,2025-11-25 17:03:01,2025-11-25 17:03:57,56,0.02
21,L10,#74,GW252/13600,(5)发电状态,5,2025-11-25 13:33:07,2025-11-25 17:03:01,12594,3.5
22,L10,#74,GW252/13600,(4)启机状态,4,2025-11-25 13:32:25,2025-11-25 13:33:07,42,0.01
23,L10,#74,GW252/13600,(3)待机状态,3,2025-11-25 13:31:46,2025-11-25 13:32:25,39,0.01
24,L10,#74,GW252/13600,(2)停机状态,2,2025-11-25 13:10:07,2025-11-25 13:31:46,1299,0.36
25,L10,#74,GW252/13600,(1)停机过程,1,2025-11-25 13:09:13,2025-11-25 13:10:07,54,0.02
26,L10,#74,GW252/13600,(5)发电状态,5,2025-11-25 09:42:58,2025-11-25 13:09:13,12375,3.44
27,L10,#74,GW252/13600,(4)启机状态,4,2025-11-25 09:42:22,2025-11-25 09:42:58,36,0.01
28,L10,#74,GW252/13600,(3)待机状态,3,2025-11-25 09:41:49,2025-11-25 09:42:22,33,0.01
29,L10,#74,GW252/13600,(2)停机状态,2,2025-11-25 09:12:42,2025-11-25 09:41:49,1747,0.49
30,L10,#74,GW252/13600,(1)停机过程,1,2025-11-25 09:11:50,2025-11-25 09:12:42,52,0.01
31,L10,#74,GW252/13600,(5)发电状态,5,2025-11-24 23:54:40,2025-11-25 09:11:50,33430,9.29
32,L10,#74,GW252/13600,(4)启机状态,4,2025-11-24 23:53:25,2025-11-24 23:54:40,75,0.02
33,L10,#74,GW252/13600,(3)待机状态,3,2025-11-24 23:52:41,2025-11-24 23:53:25,44,0.01
34,L10,#74,GW252/13600,(2)停机状态,2,2025-11-24 23:49:53,2025-11-24 23:52:41,168,0.05
35,L10,#74,GW252/13600,(1)停机过程,1,2025-11-24 23:48:49,2025-11-24 23:49:53,64,0.02
36,L10,#74,GW252/13600,(5)发电状态,5,2025-11-24 23:09:05,2025-11-24 23:48:49,2384,0.66
37,L10,#74,GW252/13600,(4)启机状态,4,2025-11-24 23:06:23,2025-11-24 23:09:05,162,0.05
38,L10,#74,GW252/13600,(3)待机状态,3,2025-11-24 17:44:48,2025-11-24 23:06:23,19295,5.36
39,L10,#74,GW252/13600,(2)停机状态,2,2025-11-24 17:44:18,2025-11-24 17:44:48,30,0.01
40,L10,#74,GW252/13600,(1)停机过程,1,2025-11-24 17:43:23,2025-11-24 17:44:18,55,0.02
41,L10,#74,GW252/13600,(5)发电状态,5,2025-11-24 13:31:05,2025-11-24 17:43:23,15138,4.21
42,L10,#74,GW252/13600,(4)启机状态,4,2025-11-24 13:30:10,2025-11-24 13:31:05,55,0.02
43,L10,#74,GW252/13600,(3)待机状态,3,2025-11-24 13:29:28,2025-11-24 13:30:10,42,0.01
44,L10,#74,GW252/13600,(2)停机状态,2,2025-11-24 13:23:27,2025-11-24 13:29:28,361,0.1
45,L10,#74,GW252/13600,(1)停机过程,1,2025-11-24 13:22:29,2025-11-24 13:23:27,58,0.02
46,L10,#74,GW252/13600,(5)发电状态,5,2025-11-24 13:18:53,2025-11-24 13:22:29,216,0.06
47,L10,#74,GW252/13600,(4)启机状态,4,2025-11-24 13:17:55,2025-11-24 13:18:53,58,0.02
48,L10,#74,GW252/13600,(3)待机状态,3,2025-11-24 13:17:11,2025-11-24 13:17:55,44,0.01
49,L10,#74,GW252/13600,(2)停机状态,2,2025-11-24 12:42:05,2025-11-24 13:17:11,2106,0.59
50,L10,#74,GW252/13600,(1)停机过程,1,2025-11-24 12:41:03,2025-11-24 12:42:05,62,0.02
51,L10,#74,GW252/13600,(5)发电状态,5,2025-11-23 23:19:29,2025-11-24 12:41:03,48094,13.36
52,L10,#74,GW252/13600,(4)启机状态,4,2025-11-23 23:17:11,2025-11-23 23:19:29,138,0.04
53,L10,#74,GW252/13600,(3)待机状态,3,2025-11-23 19:54:04,2025-11-23 23:17:11,12187,3.39
54,L10,#74,GW252/13600,(2)停机状态,2,2025-11-23 19:16:26,2025-11-23 19:54:04,2258,0.63
55,L10,#74,GW252/13600,(1)停机过程,1,2025-11-23 19:15:29,2025-11-23 19:16:26,57,0.02
56,L10,#74,GW252/13600,(5)发电状态,5,2025-11-23 13:18:27,2025-11-23 19:15:29,21422,5.95
