设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#13];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L05,#13,GW252/13600,(5)发电状态,5,2025-11-28 12:58:28,2025-12-01 23:59:59,298891,83.03
2,L05,#13,GW252/13600,(4)启机状态,4,2025-11-28 12:57:46,2025-11-28 12:58:28,42,0.01
3,L05,#13,GW252/13600,(3)待机状态,3,2025-11-28 12:57:12,2025-11-28 12:57:46,34,0.01
4,L05,#13,GW252/13600,(2)停机状态,2,2025-11-28 12:25:12,2025-11-28 12:57:12,1920,0.53
5,L05,#13,GW252/13600,(1)停机过程,1,2025-11-28 12:24:18,2025-11-28 12:25:12,54,0.02
6,L05,#13,GW252/13600,(5)发电状态,5,2025-11-26 14:13:28,2025-11-28 12:24:18,166250,46.18
7,L05,#13,GW252/13600,(4)启机状态,4,2025-11-26 14:12:41,2025-11-26 14:13:28,47,0.01
8,L05,#13,GW252/13600,(3)待机状态,3,2025-11-26 14:12:02,2025-11-26 14:12:41,39,0.01
9,L05,#13,GW252/13600,(2)停机状态,2,2025-11-26 14:05:26,2025-11-26 14:12:02,396,0.11
10,L05,#13,GW252/13600,(1)停机过程,1,2025-11-26 14:04:28,2025-11-26 14:05:26,58,0.02
11,L05,#13,GW252/13600,(5)发电状态,5,2025-11-26 13:45:51,2025-11-26 14:04:28,1117,0.31
12,L05,#13,GW252/13600,(4)启机状态,4,2025-11-26 13:45:07,2025-11-26 13:45:51,44,0.01
13,L05,#13,GW252/13600,(3)待机状态,3,2025-11-26 13:44:27,2025-11-26 13:45:07,40,0.01
14,L05,#13,GW252/13600,(2)停机状态,2,2025-11-26 13:25:40,2025-11-26 13:44:27,1127,0.31
15,L05,#13,GW252/13600,(1)停机过程,1,2025-11-26 13:24:36,2025-11-26 13:25:40,64,0.02
