设备状态统计_历史状态明细,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
  电场:[三峡阳江海路海风场];  设备类型:风机;  设备:[#54];  查询方式:详情;  开始时间:2025-01-01;  结束时间:2025-12-01,,,,,,,,,
序号,馈线名称,设备名称,型号名称,状态,状态码,开始时间,结束时间,持续时间(s),时长描述(h)
1,L09,#54,GW252/13600,(5)发电状态,5,2025-11-28 13:03:40,2025-12-01 23:59:59,298579,82.94
2,L09,#54,GW252/13600,(4)启机状态,4,2025-11-28 13:03:01,2025-11-28 13:03:40,39,0.01
3,L09,#54,GW252/13600,(3)待机状态,3,2025-11-28 13:02:26,2025-11-28 13:03:01,35,0.01
4,L09,#54,GW252/13600,(2)停机状态,2,2025-11-28 12:25:12,2025-11-28 13:02:26,2234,0.62
5,L09,#54,GW252/13600,(1)停机过程,1,2025-11-28 12:24:18,2025-11-28 12:25:12,54,0.02
6,L09,#54,GW252/13600,(5)发电状态,5,2025-11-26 14:16:34,2025-11-28 12:24:18,166064,46.13
7,L09,#54,GW252/13600,(4)启机状态,4,2025-11-26 14:15:45,2025-11-26 14:16:34,49,0.01
8,L09,#54,GW252/13600,(3)待机状态,3,2025-11-26 14:15:07,2025-11-26 14:15:45,38,0.01
9,L09,#54,GW252/13600,(2)停机状态,2,2025-11-26 14:05:25,2025-11-26 14:15:07,582,0.16
10,L09,#54,GW252/13600,(1)停机过程,1,2025-11-26 14:04:29,2025-11-26 14:05:25,56,0.02
11,L09,#54,GW252/13600,(5)发电状态,5,2025-11-26 13:35:33,2025-11-26 14:04:29,1736,0.48
12,L09,#54,GW252/13600,(4)启机状态,4,2025-11-26 13:34:43,2025-11-26 13:35:33,50,0.01
13,L09,#54,GW252/13600,(3)待机状态,3,2025-11-26 13:34:04,2025-11-26 13:34:43,39,0.01
14,L09,#54,GW252/13600,(2)停机状态,2,2025-11-26 13:25:34,2025-11-26 13:34:04,510,0.14
15,L09,#54,GW252/13600,(1)停机过程,1,2025-11-26 13:24:37,2025-11-26 13:25:34,57,0.02
16,L09,#54,GW252/13600,(5)发电状态,5,2025-11-26 12:50:24,2025-11-26 13:24:37,2053,0.57
17,L09,#54,GW252/13600,(4)启机状态,4,2025-11-26 12:49:36,2025-11-26 12:50:24,48,0.01
18,L09,#54,GW252/13600,(3)待机状态,3,2025-11-26 12:48:57,2025-11-26 12:49:36,39,0.01
19,L09,#54,GW252/13600,(2)停机状态,2,2025-11-26 11:40:01,2025-11-26 12:48:57,4136,1.15
20,L09,#54,GW252/13600,(1)停机过程,1,2025-11-26 11:39:04,2025-11-26 11:40:01,57,0.02
21,L09,#54,GW252/13600,(5)发电状态,5,2025-11-25 17:14:46,2025-11-26 11:39:04,66258,18.41
22,L09,#54,GW252/13600,(4)启机状态,4,2025-11-25 17:13:55,2025-11-25 17:14:46,51,0.01
23,L09,#54,GW252/13600,(3)待机状态,3,2025-11-25 17:13:16,2025-11-25 17:13:55,39,0.01
24,L09,#54,GW252/13600,(2)停机状态,2,2025-11-25 17:03:58,2025-11-25 17:13:16,558,0.16
25,L09,#54,GW252/13600,(1)停机过程,1,2025-11-25 17:03:01,2025-11-25 17:03:58,57,0.02
26,L09,#54,GW252/13600,(5)发电状态,5,2025-11-25 13:33:17,2025-11-25 17:03:01,12584,3.5
27,L09,#54,GW252/13600,(4)启机状态,4,2025-11-25 13:32:34,2025-11-25 13:33:17,43,0.01
28,L09,#54,GW252/13600,(3)待机状态,3,2025-11-25 13:31:57,2025-11-25 13:32:34,37,0.01
29,L09,#54,GW252/13600,(2)停机状态,2,2025-11-25 13:10:08,2025-11-25 13:31:57,1309,0.36
30,L09,#54,GW252/13600,(1)停机过程,1,2025-11-25 13:09:12,2025-11-25 13:10:08,56,0.02
31,L09,#54,GW252/13600,(5)发电状态,5,2025-11-25 12:59:59,2025-11-25 13:09:12,553,0.15
32,L09,#54,GW252/13600,(4)启机状态,4,2025-11-25 12:59:17,2025-11-25 12:59:59,42,0.01
33,L09,#54,GW252/13600,(3)待机状态,3,2025-11-25 12:58:42,2025-11-25 12:59:17,35,0.01
34,L09,#54,GW252/13600,(2)停机状态,2,2025-11-25 10:46:53,2025-11-25 12:58:42,7909,2.2
35,L09,#54,GW252/13600,(1)停机过程,1,2025-11-25 10:46:00,2025-11-25 10:46:53,53,0.01
36,L09,#54,GW252/13600,(5)发电状态,5,2025-11-25 09:42:46,2025-11-25 10:46:00,3794,1.05
37,L09,#54,GW252/13600,(4)启机状态,4,2025-11-25 09:42:11,2025-11-25 09:42:46,35,0.01
38,L09,#54,GW252/13600,(3)待机状态,3,2025-11-25 09:41:39,2025-11-25 09:42:11,32,0.01
39,L09,#54,GW252/13600,(2)停机状态,2,2025-11-25 08:43:24,2025-11-25 09:41:39,3495,0.97
40,L09,#54,GW252/13600,(1)停机过程,1,2025-11-25 08:42:30,2025-11-25 08:43:24,54,0.02
41,L09,#54,GW252/13600,(5)发电状态,5,2025-11-25 08:18:03,2025-11-25 08:42:30,1467,0.41
42,L09,#54,GW252/13600,(4)启机状态,4,2025-11-25 08:17:25,2025-11-25 08:18:03,38,0.01
43,L09,#54,GW252/13600,(3)待机状态,3,2025-11-25 08:16:53,2025-11-25 08:17:25,32,0.01
44,L09,#54,GW252/13600,(2)停机状态,2,2025-11-25 08:10:08,2025-11-25 08:16:53,405,0.11
45,L09,#54,GW252/13600,(1)停机过程,1,2025-11-25 08:09:16,2025-11-25 08:10:08,52,0.01
46,L09,#54,GW252/13600,(5)发电状态,5,2025-11-25 06:59:43,2025-11-25 08:09:16,4173,1.16
47,L09,#54,GW252/13600,(4)启机状态,4,2025-11-25 06:59:10,2025-11-25 06:59:43,33,0.01
48,L09,#54,GW252/13600,(3)待机状态,3,2025-11-25 06:58:37,2025-11-25 06:59:10,33,0.01
49,L09,#54,GW252/13600,(2)停机状态,2,2025-11-25 06:04:40,2025-11-25 06:58:37,3237,0.9
50,L09,#54,GW252/13600,(1)停机过程,1,2025-11-25 06:03:48,2025-11-25 06:04:40,52,0.01
51,L09,#54,GW252/13600,(5)发电状态,5,2025-11-25 04:28:58,2025-11-25 06:03:48,5690,1.58
52,L09,#54,GW252/13600,(4)启机状态,4,2025-11-25 04:28:18,2025-11-25 04:28:58,40,0.01
53,L09,#54,GW252/13600,(3)待机状态,3,2025-11-25 04:27:43,2025-11-25 04:28:18,35,0.01
54,L09,#54,GW252/13600,(2)停机状态,2,2025-11-25 04:17:59,2025-11-25 04:27:43,584,0.16
55,L09,#54,GW252/13600,(1)停机过程,1,2025-11-25 04:17:03,2025-11-25 04:17:59,56,0.02
56,L09,#54,GW252/13600,(5)发电状态,5,2025-11-24 22:46:37,2025-11-25 04:17:03,19826,5.51
57,L09,#54,GW252/13600,(4)启机状态,4,2025-11-24 22:43:57,2025-11-24 22:46:37,160,0.04
58,L09,#54,GW252/13600,(3)待机状态,3,2025-11-24 22:34:03,2025-11-24 22:43:57,594,0.17
59,L09,#54,GW252/13600,(2)停机状态,2,2025-11-24 21:56:59,2025-11-24 22:34:03,2224,0.62
60,L09,#54,GW252/13600,(1)停机过程,1,2025-11-24 21:56:04,2025-11-24 21:56:59,55,0.02
61,L09,#54,GW252/13600,(5)发电状态,5,2025-11-24 14:14:52,2025-11-24 21:56:04,27672,7.69
62,L09,#54,GW252/13600,(4)启机状态,4,2025-11-24 14:13:44,2025-11-24 14:14:52,68,0.02
63,L09,#54,GW252/13600,(3)待机状态,3,2025-11-24 14:12:57,2025-11-24 14:13:44,47,0.01
64,L09,#54,GW252/13600,(2)停机状态,2,2025-11-24 13:57:53,2025-11-24 14:12:57,904,0.25
65,L09,#54,GW252/13600,(1)停机过程,1,2025-11-24 13:56:53,2025-11-24 13:57:53,60,0.02
66,L09,#54,GW252/13600,(5)发电状态,5,2025-11-24 13:53:44,2025-11-24 13:56:53,189,0.05
67,L09,#54,GW252/13600,(4)启机状态,4,2025-11-24 13:52:34,2025-11-24 13:53:44,70,0.02
68,L09,#54,GW252/13600,(3)待机状态,3,2025-11-24 13:51:45,2025-11-24 13:52:34,49,0.01
69,L09,#54,GW252/13600,(2)停机状态,2,2025-11-24 13:43:09,2025-11-24 13:51:45,516,0.14
70,L09,#54,GW252/13600,(1)停机过程,1,2025-11-24 13:41:57,2025-11-24 13:43:09,72,0.02
71,L09,#54,GW252/13600,(5)发电状态,5,2025-11-24 13:30:45,2025-11-24 13:41:57,672,0.19
72,L09,#54,GW252/13600,(4)启机状态,4,2025-11-24 13:29:50,2025-11-24 13:30:45,55,0.02
73,L09,#54,GW252/13600,(3)待机状态,3,2025-11-24 13:29:08,2025-11-24 13:29:50,42,0.01
74,L09,#54,GW252/13600,(2)停机状态,2,2025-11-24 13:23:36,2025-11-24 13:29:08,332,0.09
75,L09,#54,GW252/13600,(1)停机过程,1,2025-11-24 13:22:28,2025-11-24 13:23:36,68,0.02
76,L09,#54,GW252/13600,(5)发电状态,5,2025-11-24 13:03:23,2025-11-24 13:22:28,1145,0.32
77,L09,#54,GW252/13600,(4)启机状态,4,2025-11-24 13:02:28,2025-11-24 13:03:23,55,0.02
78,L09,#54,GW252/13600,(3)待机状态,3,2025-11-24 13:01:47,2025-11-24 13:02:28,41,0.01
79,L09,#54,GW252/13600,(2)停机状态,2,2025-11-24 12:42:07,2025-11-24 13:01:47,1180,0.33
80,L09,#54,GW252/13600,(1)停机过程,1,2025-11-24 12:41:03,2025-11-24 12:42:07,64,0.02
81,L09,#54,GW252/13600,(5)发电状态,5,2025-11-23 23:12:48,2025-11-24 12:41:03,48495,13.47
